x	y
0.13492160101	-21.6815760003
0.633568741096	-20.838488839
1.22980361604	-5.86550924696
-5.19904111609	-8.55228849193
-7.28374219898	17.8827144291
15.6361506228	-11.9517385285
1.39140711963	-10.4897382776
7.21214048912	-11.7682436842
-17.3563280252	-6.8574842392
-18.1978383016	15.0274765968
-8.83289320312	8.84271660977
-8.95544659956	2.09654316816
-10.4634571537	2.70536453008
13.6223545137	1.24541790089
-1.91256168528	-7.36368277331
-19.1106185899	12.53147701
-8.01377464563	-5.63259370016
1.59992367522	-2.78003482603
-3.90977967769	-1.72891223195
11.2421917616	3.68043380962
-21.1607016281	16.3118811727
3.94750579785	-1.45506668016
-8.89490174742	2.40999969252
-7.47445456894	20.8436372235
-1.37540875617	7.02010784926
-0.399350264169	4.09140922436
-14.7825943304	6.79260035166
6.61599600805	19.0610881505
13.2865326253	-2.33068322212
15.1114264364	-3.44692707839
17.0654976472	-10.2511066027
19.6749714337	-9.16292248563
14.7934393119	-7.41785210561
-0.58940608965	-4.9029937397
-13.7661186713	-4.0471523637
-21.4501696979	8.36579951879
-3.26599291683	11.6241396837
-18.0559653127	14.9941423281
-14.1398009668	-4.45510297867
-12.7422646066	15.8557829987
8.92622061764	2.07811840697
-18.1634069366	15.2671028824
-17.3395087813	-4.08158463853
-19.8725213565	12.7837568522
-1.92264546067	-7.35984862496
-1.83392104037	-0.759295899903
12.5277995116	-6.23277655697
-19.6219265452	18.3543238636
-21.1737809277	15.399237023
-11.1396418363	16.7684292797
-25.6654661081	12.536581577
-25.2442785674	13.7190757691
-18.8251441557	8.10476918736
-14.1554358521	6.33611123511
-14.5112496212	5.12107802632
18.7422476916	-7.44899065683
17.0854811091	-10.3087447789
-1.95850560436	5.74275000465
-11.0361032912	17.1456496068
-9.23196128795	1.09176120339
-14.618088697	-4.3697867157
11.6512937499	-6.23570773446
16.4014112855	1.26522531526
-9.99214238236	22.1980866227
11.8627893147	-6.07220734986
10.7134236451	-0.519407943724
16.5207548702	-19.8372948968
0.0423916545848	6.14430228724
2.09867770237	-3.72237886694
-6.47647026684	6.34105314675
-17.834535841	15.0860054567
-2.03803284525	1.7412620965
5.14146290724	-2.34225154443
-1.67842966914	6.79301728112
5.23960407346	-2.61686682437
21.2361659955	-2.26195523993
-18.5534843752	16.9608658769
-11.9862247713	-6.8637461761
-12.5043518425	17.6753361726
7.74871712053	4.25983827239
-4.35949561645	1.76885191904
-5.85953641955	5.97897143513
-20.1413959705	16.2062974345
3.02805102507	2.55307909734
-7.73360258189	3.14402607888
6.34224891251	8.07852583892
2.46306605175	4.25828032746
-8.98050539592	15.5662188285
3.59539301835	-14.3401093711
6.645020288	19.5013316182
-15.1043192005	8.92052958865
4.65577533401	-2.33662929038
-19.1580734816	16.4690082886
10.4743951333	1.10144483425
-5.99739558684	12.7648382465
-7.16808154837	-6.50393752588
13.8933258252	-5.06351104697
0.574659970783	14.2919385128
4.65131022512	6.35099137348
0.0562643809664	-20.7422044285
16.5835381774	-16.1381644044
4.85872577296	-12.4749248404
5.52379324874	-2.2416480743
-5.88289511678	8.82457267678
-6.23434071478	-5.9052471489
1.63314556638	-3.44390449496
-18.5931772516	8.97245293695
-4.62396327354	7.03510207454
-2.60227725341	13.6674362502
-2.29138479069	14.7002290454
-3.38816169791	-7.03105403615
-6.12656955837	2.25183340222
18.0089714144	-7.97037663212
1.72126877993	-0.513406446912
-15.6697531651	2.08356049963
12.5108050944	-3.07034315439
15.611638956	0.374588428482
-1.54586009763	-5.35824154574
-0.334078065718	6.56525745599
5.6014600454	16.8805457374
-5.35254380609	-6.49051796512
-2.32507126322	4.31760597012
0.082198279737	1.449001652
-6.46586992278	-5.01910499069
5.18225185745	-12.7950241976
-4.77508908291	-7.84604569432
6.42365334121	-0.690702754663
-1.67484355116	-11.0393781742
-18.6170622396	8.71431251684
-13.6136236173	6.2907621635
1.31349205179	2.46140527045
-8.96095224179	22.1206324695
13.9308104257	-1.77120809505
-10.2031056774	-3.81311586525
-11.3666106478	-7.75029767445
-7.43869475111	7.67947130294
-6.40191838295	6.43677935399
5.57700535434	-6.17530250024
-7.09945406028	-4.14948685019
0.271929653726	-20.5795635896
-14.7188971216	-9.39492890876
-8.68095134581	-8.00076854306
4.08647334732	4.00737769079
-3.7547669124	3.45382244563
-18.2648491519	13.6761696525
-19.7484851427	5.22329173487
-18.5010329025	15.9780397528
-21.3883889104	6.36887138419
-23.0221343295	10.714020302
18.7700316271	-10.9085373837
17.4299527442	-7.70513838662
-21.150009029	15.5667201709
-22.75185012	1.93680235442
0.144386785575	6.04088731237
-4.15795033656	-0.607429900917
-3.4913043279	-0.758225441555
-3.66306607178	-8.8373106379
21.6079412251	1.87113670641
-10.6385480308	-3.2239464556
-12.4825542524	18.9773367025
1.66705478818	-2.50427994725
-0.368284124066	-1.39051161925
-24.6540876795	14.3268333641
-4.35102913601	1.03294515595
-14.2267025552	-7.88696205955
1.14771481906	13.2634916472
9.72707149404	0.686879083241
3.2555072133	18.2056972104
-7.98528652946	3.70401480157
-8.35073727243	3.33078608741
-25.6867481536	12.6252141176
20.3353987589	3.8277118616
0.0263182451993	-5.5932119259
1.09549532635	0.383892992232
18.9909094276	7.75598042431
20.7124474851	5.62766247021
21.1748932271	5.49363241721
19.0540837099	5.54607974173
20.6513714254	6.28653928477
1.51739029759	-0.343438735431
13.4760712228	1.31365685147
9.12118815218	-2.19162707704
-2.01549759442	14.7357636642
2.46124363656	-6.32173439202
-16.3572120934	9.09088364074
-7.88260908985	20.4996145976
-7.82369253698	20.4735516485
-14.8046980069	-9.51361145066
-24.6908712243	12.5596968651
16.4484256918	-16.2118783441
-13.055069244	-7.20908210794
17.7281469936	-11.6703721905
-5.2961631025	-7.02668097358
18.416904555	3.46399169341
9.34145976076	-4.53926192716
-7.59889003549	-7.88656278647
-3.10617947135	-5.89255421939
-13.414397622	17.1935182228
-0.664794649676	15.1715908763
1.1579964917	13.2352926999
17.6833446321	-11.7423927208
-6.47966041286	7.08778350915
13.1361093525	-2.35059241873
-3.31001347177	-2.58411314123
-15.7032438159	6.13140112472
-10.3547195956	3.90344947026
0.0453630038792	-20.7760136505
-0.612385804951	-21.5696319396
0.104076952351	-21.2143581521
12.0937110797	-19.6466579675
-5.1846722704	-4.93302238692
5.67348987589	18.5111774829
8.03995844135	-6.56315493909
-2.62186847359	1.87729576551
19.8674130493	5.44179941385
19.2930406482	5.59695031688
8.98433966375	4.49917038906
-0.521729182893	15.5207477069
-2.86179376131	-10.1445818705
3.50231601865	9.86197724281
-5.74706666053	-2.07069700979
-4.65634047498	3.34964796978
6.09268388214	2.72912136311
-1.81700219543	-9.45106370304
8.23435679201	-11.4486826237
11.977809872	-12.376657696
20.2327442661	-14.0214199953
19.4978710335	5.19486850706
-0.419725992281	-19.7649689213
-15.3782449809	18.8123569056
-11.1497255815	-2.52469942752
-12.3640050307	-5.58572757556
-13.0682360344	-9.30120291803
-8.04570384877	2.81676488018
-4.60297252353	-1.78276507534
12.5866352038	-5.60377535026
-11.084249622	9.4244606486
10.3706722651	0.988728215604
-8.64116195963	3.29440967106
19.6708160623	-20.1894356783
-9.91073834313	-15.8304256171
-23.2027551368	15.7266936072
-8.37989369209	2.50236456067
0.385256275194	-21.8697028004
0.242352077698	-21.3092842533
5.30804435781	-12.9688290837
16.3432272114	-13.5402611632
12.0190558711	-12.9675137131
-20.6278839482	16.1389393784
19.5665472575	5.88992776455
19.799126154	5.19820383831
6.02674869445	7.11456270898
-10.4830293351	3.12018242002
-16.0017967324	-7.05600564334
7.52587513837	-2.58209299797
-3.66774493149	5.13306018139
-3.63191456236	2.62162479109
-15.0934743057	-7.19861470761
-2.08778050819	-10.5602913332
-25.6319660789	12.5245611018
-0.523861838592	15.553953557
-16.7408493861	16.3253334327
3.11444083911	18.1648522011
-4.48194017862	11.6526133107
-4.81764179209	-3.28445352331
-16.0613815033	9.45825224891
-9.48625447207	13.376752647
-2.21853489833	12.2761627715
6.41188986052	17.956104872
6.30091278055	17.4613171975
-16.5468592013	-6.65871889898
-16.71727607	-6.16691685548
-0.981549523758	15.0286477248
-10.4395130854	13.8592538821
-7.19734211355	20.5301799652
-3.26044053262	1.61044322933
6.89007859418	-3.26970886564
-22.1278293828	6.41703412833
-10.9069915241	3.64729821946
0.702858907831	-21.0275424883
11.2261641384	-3.30609058028
-5.42889697985	-10.8180847567
19.2729496001	4.80067807945
-22.2105483228	6.62003172852
-13.1385819004	-4.49574612927
-17.5338460614	12.5129595661
-7.62727565915	-5.91946588588
14.6775705651	-4.07532539697
-6.50134550705	-9.27125891294
-2.08403157769	2.73635863485
-8.35578162593	8.62053230819
-4.28402459571	3.32004740807
15.8292151885	0.488023536561
6.08154793425	18.2002770006
-9.1952035077	5.2447084685
-5.4534233544	2.68993435013
17.8985662628	-15.5993374268
0.479035410499	-21.0143804112
-4.85203426024	-7.63037633031
-11.2106704845	3.56463502776
-8.23426567722	-10.2650070917
19.9582343411	5.51186389212
-10.5452863112	-3.49152175131
-4.37804562976	-8.9256490149
-17.6271694837	17.2467174127
-4.53065592871	-9.31936801775
-6.09800373558	-7.31143000619
-15.9768275301	-5.9604571224
-0.607087726614	1.53842612932
-2.13444292039	5.8205235381
4.53734263184	0.934128605486
-3.06390495649	3.11095358528
-3.86518955381	-2.9650521984
-5.65483974808	0.678986200846
12.2801986465	-5.82800848963
-16.1225218473	6.06638645399
8.88156727827	-0.111674767778
-9.81902610111	-4.37988211215
-23.0997065842	4.01986594622
-7.80684446877	6.2032619401
-14.0308156233	-4.99024154766
-0.925522522607	1.59968691278
-5.62836455706	1.58696254854
-19.6369463098	15.495126207
-21.4928922348	14.8564887674
-3.7070794092	3.63565104415
-5.87897575537	3.98445766178
-5.97529649884	4.15424260581
-15.0808091348	9.25542635751
-8.84943627342	22.2608192562
-14.7434889664	6.08316502339
6.04290957724	17.4493807264
12.5536773219	-4.79626011336
8.02020567822	5.59747479372
-10.0322311801	3.50243155089
-5.39713842909	-7.90122437919
-12.0760360856	19.042706741
-7.69357502864	6.35285910775
7.45729402183	1.38443209884
11.9930431434	-12.7695278798
-4.23902283959	-5.82010690153
4.19905748015	-1.08966156321
4.74284307566	-8.36753948709
1.16698624329	-9.81443962533
3.48437188097	9.88414012132
-25.1629215347	14.0908787159
-17.9031280282	15.9448550999
-10.8343290236	11.8148474572
5.01344614467	-8.3657354439
8.84618457515	-1.48392941316
23.4357355509	0.923411168207
-5.1076431729	12.5645989943
7.50424801173	6.23913501145
-22.7818345232	1.96146271952
-15.7306530168	2.02563003128
-10.2444562576	18.6279034373
-8.82006571326	23.109229544
-0.186439100839	-21.2059338054
-9.37551893136	-11.6468818363
4.07707249033	0.884638952713
-4.96062036506	0.7793187808
-7.10483801318	-3.98437930291
10.9803499055	-20.1282942919
-1.00282120554	3.94336762468
22.1666758914	1.21015956844
16.3547470461	-13.458750678
-18.0681937576	14.7758649246
-3.87629660272	-7.54528873971
-18.4484554854	15.0976430274
-5.00341673278	-4.72789921423
4.70745602937	2.59310569847
4.03198930311	3.70088316974
-10.6952821292	-4.82624646425
-10.4511374198	2.86684386332
-3.5261042949	6.10512547526
-1.33985082029	4.20114560333
-4.57906587548	-0.655704395803
-0.442684444155	-1.32332024733
0.677064557167	-2.21310928977
-21.6198399093	15.2781801321
17.3357422896	9.72765194208
9.43917628338	-2.44340845764
-23.7915392506	12.003255908
-14.3785550901	-7.72223275072
2.93432522492	-2.62875240942
-7.72347669183	-3.03449892349
-3.84527011357	11.9573166947
-11.7240461867	-5.01821022118
-13.9358973812	-6.13328690686
-6.47535640678	-6.8637976998
11.0541061202	0.747714494399
24.0189146009	0.792389061537
6.79515732964	18.4747083566
6.04440443263	18.5126787113
10.4631917993	3.95283335562
0.922136718206	-2.00876721294
-17.6220891378	20.1274901334
-8.23382591622	-2.22428626228
-7.62070657262	6.1851733892
-4.14571738232	0.161244418067
5.39451219127	-3.27140315788
-7.96329946639	8.45932102987
-7.3474361652	-3.65705071979
3.16237273832	-13.2262281542
-3.19900895597	-5.64879985851
-7.32833706464	-0.24248416429
-5.91075951248	8.94679704222
12.3891238182	-5.31662460985
-10.8295436891	-1.58874365626
2.68604332112	-2.61596218788
-8.95523923929	11.3573788622
-21.9057316764	16.8997543359
2.49414551838	-12.6099692548
-20.5880508927	6.7065716456
5.66900007716	-3.73640077458
9.23006517471	4.60590065353
14.1362294519	-16.3841779824
-3.82262352458	7.12581075538
0.326840557049	12.7710074322
0.906658394248	13.3928616475
5.93398388844	18.2304845332
1.92556344894	1.56237322292
-9.02844234818	7.2192232228
-2.65904693794	-9.07686611907
-3.94343975447	-8.36968243344
-17.9476795418	16.7618349448
-6.63598615213	-8.94667190258
1.35485618124	14.2998934454
6.14004699339	17.7601833632
19.4723123651	-4.17077070304
-3.44067193224	11.6814974869
-12.431978123	-6.41863641358
-12.834827427	-7.37347028193
-15.7102781103	-8.82882564523
-14.9884991714	-10.27979678
-3.90877447694	-11.7895918549
-14.3159637668	-6.75441097482
-11.3416602256	10.2051567149
-14.8771285976	-9.9793222349
-2.96732225816	-8.22351158294
-16.979373683	-6.84430488729
-13.2640167895	19.088643885
-20.0445622798	17.6917852437
-2.05170085662	14.6891308407
-7.38134756634	17.6471742594
-4.67304545462	-1.29246120008
8.47277255705	7.55922651678
-1.66034880598	-10.6705315959
-0.904480299649	-19.0018302836
-5.9743027031	-7.82813418379
-9.6503819051	11.1973866326
11.5611303474	-6.47528948426
-10.3006094974	3.5992557822
-14.5566292254	5.27337106538
-9.61044744179	20.404141936
-22.5907590239	6.14246343758
-21.240460337	3.83516679588
6.39116981791	2.45388523851
12.3722556937	-5.14228986047
-4.6744332061	-7.72651928836
5.60581442327	-6.15508053809
17.0863955146	-1.05332607412
17.4481941036	2.65537686045
7.39758296496	17.6472359911
-9.69382758914	19.7798864867
16.1112621969	0.258151114621
-19.2210780839	16.5315173881
13.3899297627	-8.08099770448
12.3693185118	-5.08195431399
21.2195260501	-2.33254098755
14.1438899366	5.89649573601
-7.80088250753	15.1628763557
-7.01686653386	16.0254712839
17.5042293022	2.71072686783
16.2580741003	2.52879543073
15.9949641953	4.4842858986
17.5121918595	2.22586436048
16.4036847206	3.53492405493
14.1276123544	3.33798947465
-14.5044246252	18.1352981453
-14.8058317216	-5.78889630618
-12.3871598481	18.2782406345
16.6999742484	0.267641464197
-12.9257186592	11.5631691359
15.735616204	0.0511422080825
-7.92700984372	13.5995392022
1.88530804696	-19.3333672218
3.54680865581	-14.3757043295
0.178418169011	2.42180001047
3.80207584313	19.4525194948
-5.36881301278	-9.21123196261
-5.19405686298	-16.0701606264
-18.9656697178	17.716471986
-13.0618531479	-5.36850682854
16.6110040681	0.784975370088
16.0313700079	4.61980519735
-6.34102115639	-10.4772611986
1.11334371994	-10.4638462834
